"code","iso","country","biome","biome_description","TPA.raw.1990","TPA.raw.1991","TPA.raw.1992","TPA.raw.1993","TPA.raw.1994","TPA.raw.1995","TPA.raw.1996","TPA.raw.1997","TPA.raw.1998","TPA.raw.1999","TPA.raw.2000","TPA.raw.2001","TPA.raw.2002","TPA.raw.2003","TPA.raw.2004","TPA.raw.2005","TPA.raw.2006","TPA.raw.2007","TPA.raw.2008","TPA.raw.2009","TPA.raw.2010","TPA.raw.2011","TPA.raw.2012","TPA.raw.2013","TPA.raw.2014","TPA.raw.2015","TPA.raw.2016","TPA.raw.2017"
643,"RUS","Russia",5,"Temperate Conifer Forests                               ",0,0,39547.41,39595.7,50115.79,44728.94,45583.28,45583.28,45636.76,48623.41,50101.32,50101.32,50115.79,50115.79,50115.79,50115.79,50115.79,50115.79,50115.79,50115.79,50115.79,50115.79,50115.79,50115.79,50115.79,50115.79,50115.79,50115.79
643,"RUS","Russia",6,"Boreal Forests/Taiga                                    ",0,0,388243.56,402692.41,723999.71,510982.86,647158.37,684845.24,696380.41,713753.21,714046.53,714046.53,716475.13,723918.04,723999.71,723999.71,723999.71,723999.71,723999.71,723999.71,724005.19,724005.19,724005.19,724005.19,724005.19,724005.19,724005.19,724005.19
646,"RWA","Rwanda",1,"Tropical & Subtropical Moist Broadleaf Forests          ",1053.58,1053.58,1053.58,1053.58,1053.58,1053.58,1053.58,1053.58,1053.58,1053.58,1053.58,1053.58,1053.58,1053.58,1053.58,1053.58,1122.72,1122.72,1122.72,1122.72,1122.72,1122.72,1122.72,1122.72,1122.72,1122.72,1122.72,1122.72
646,"RWA","Rwanda",7,"Tropical & Subtropical Grasslands, Savannas & Shrub     ",992.91,992.91,992.91,992.91,992.91,992.91,992.91,992.91,992.91,992.91,992.91,992.91,992.91,992.91,992.91,992.91,992.91,992.91,992.91,992.91,992.91,992.91,992.91,992.91,992.91,992.91,992.91,992.91
646,"RWA","Rwanda",10,"Montane Grasslands & Shrublands                         ",169.7,169.7,169.7,169.7,169.7,169.7,169.7,169.7,169.7,169.7,169.7,169.7,169.7,169.7,169.7,169.7,169.7,169.7,169.7,169.7,169.7,169.7,169.7,169.7,169.7,169.7,169.7,169.7
654,"SHN","Saint Helena",7,"Tropical & Subtropical Grasslands, Savannas & Shrub     ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,24.02,24.02,24.02
654,"SHN","Saint Helena",8,"Temperate Grasslands, Savannas & Shrublands             ",0,0,0,0,7.94,0,0,0,7.94,7.94,7.94,7.94,7.94,7.94,7.94,7.94,7.94,7.94,7.94,137.32,137.32,137.32,137.32,137.32,137.32,137.32,137.32,137.32
659,"KNA","Saint Kitts and Nevis",1,"Tropical & Subtropical Moist Broadleaf Forests          ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.55,0.55,0.55,0.55,0.55
659,"KNA","Saint Kitts and Nevis",13,"Deserts & Xeric Shrublands                              ",0,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88,8.88
659,"KNA","Saint Kitts and Nevis",14,"Mangroves                                               ",0.15,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,26.81,26.81,26.81,26.81,26.81,26.81
662,"LCA","Saint Lucia",1,"Tropical & Subtropical Moist Broadleaf Forests          ",88.07,88.07,88.07,88.07,88.07,88.07,88.07,88.07,88.07,88.07,88.07,88.07,88.07,88.07,88.07,88.07,88.07,88.07,88.07,88.07,88.07,88.07,88.07,88.07,88.07,88.07,88.07,88.07
662,"LCA","Saint Lucia",2,"Tropical & Subtropical Dry Broadleaf Forests            ",5.92,5.92,5.92,5.92,8.02,5.92,7.03,7.03,7.03,8.02,8.02,8.02,8.02,8.02,8.02,8.02,8.02,8.02,12.41,12.41,12.41,12.41,12.41,12.41,12.41,12.41,12.41,12.41
662,"LCA","Saint Lucia",13,"Deserts & Xeric Shrublands                              ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,"SPM","Saint Pierre and Miquelon",6,"Boreal Forests/Taiga                                    ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.72,8.72,8.72,8.72,8.72,8.72,8.72,8.72,8.72,8.72,8.72,8.72
670,"VCT","Saint Vincent and the Grenadines",13,"Deserts & Xeric Shrublands                              ",0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36
670,"VCT","Saint Vincent and the Grenadines",2,"Tropical & Subtropical Dry Broadleaf Forests            ",0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23
670,"VCT","Saint Vincent and the Grenadines",1,"Tropical & Subtropical Moist Broadleaf Forests          ",16.42,56.48,56.48,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6
670,"VCT","Saint Vincent and the Grenadines",14,"Mangroves                                               ",11.63,27.71,27.71,27.71,27.71,27.71,27.71,27.71,27.71,27.71,27.71,27.71,27.71,27.71,27.71,27.71,27.71,27.71,27.71,27.71,27.71,27.71,27.71,27.71,27.71,27.71,27.71,27.71
882,"WSM","Samoa",1,"Tropical & Subtropical Moist Broadleaf Forests          ",52.96,79.48,79.48,79.48,197.61,80.59,80.59,81.54,83.12,84.02,171.04,171.38,171.44,171.47,197.61,197.62,197.62,197.93,198.27,198.27,198.27,198.27,198.27,198.27,198.27,198.27,198.27,198.27
674,"SMR","San Marino",12,"Mediterranean Forests, Woodlands & Scrub                ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,"STP","Sao Tome and Principe",1,"Tropical & Subtropical Moist Broadleaf Forests          ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334.21,334.21,334.21,334.21,334.21,334.21,334.21,334.21,334.21,334.21,334.21
682,"SAU","Saudi Arabia",13,"Deserts & Xeric Shrublands                              ",53382.86,53419.99,53419.99,53419.99,84171.82,68129.86,83274.39,84171.82,84171.82,84171.82,84171.82,84171.82,84171.82,84171.82,84171.82,84171.82,84171.82,84171.82,84171.82,84171.82,84171.82,84171.82,84171.82,84171.82,84171.82,84171.82,84171.82,84171.82
686,"SEN","Senegal",7,"Tropical & Subtropical Grasslands, Savannas & Shrub     ",21730.91,48773.29,48773.29,48773.29,48773.29,48773.29,48773.29,48773.29,48773.29,48773.29,48773.29,48773.29,48773.29,48773.29,48773.29,48793.02,48793.02,48793.02,48793.02,48793.02,48793.02,48793.02,48793.02,48793.02,48795.77,48795.77,48795.77,48795.77
686,"SEN","Senegal",14,"Mangroves                                               ",884.52,903.6,903.6,903.6,903.6,903.6,903.6,903.6,903.6,903.6,903.6,903.6,903.6,903.6,903.6,903.6,903.6,903.6,903.6,903.6,903.6,903.6,903.6,903.6,903.6,903.6,903.6,903.6
688,"SRB","Serbia",4,"Temperate Broadleaf & Mixed Forests                     ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4881.41,5004.33,5023.9,5029.53,5030.61,5030.86,5088.45,5167.06,5501.84,5713.48,5713.48
690,"SYC","Seychelles",1,"Tropical & Subtropical Moist Broadleaf Forests          ",54.09,54.09,54.23,54.23,54.33,54.23,54.23,54.25,54.33,54.33,54.33,54.33,54.33,54.33,54.33,54.33,54.33,54.33,54.33,54.33,54.33,54.33,54.33,54.33,54.33,54.33,54.33,54.33
690,"SYC","Seychelles",13,"Deserts & Xeric Shrublands                              ",267.31,267.31,267.31,267.31,267.31,267.31,267.31,267.31,267.31,267.31,267.31,267.31,267.31,267.31,267.31,267.31,267.31,267.31,267.31,267.31,267.31,282.95,282.95,282.95,282.95,282.95,282.95,282.95
694,"SLE","Sierra Leone",14,"Mangroves                                               ",0,0,0,0,904.2,0,0,0,0,0,904.2,904.2,904.2,904.2,904.2,904.2,904.2,904.2,904.2,904.2,904.2,904.2,904.2,1272.18,1272.18,1272.18,1272.18,1272.18
694,"SLE","Sierra Leone",7,"Tropical & Subtropical Grasslands, Savannas & Shrub     ",301.72,351.65,351.65,351.65,1527.27,351.65,1502.04,1502.04,1502.04,1502.04,1527.27,1527.27,1527.27,1527.27,1527.27,1527.27,1527.27,1527.27,1527.27,1527.27,1527.27,1527.27,1527.27,1544.19,1544.19,1544.19,1544.19,1544.19
694,"SLE","Sierra Leone",7,"Tropical & Subtropical Grasslands, Savannas & Shrub     ",1054.59,1660.19,1660.19,1660.19,3078.52,1660.19,1660.19,1660.19,1660.19,1660.19,3078.52,3078.52,3078.52,3078.52,3078.52,3078.52,3078.52,3078.52,3078.52,3078.52,3078.52,3793.55,3793.55,4126.67,4126.67,4126.67,4126.67,4126.67
702,"SGP","Singapore",1,"Tropical & Subtropical Moist Broadleaf Forests          ",0,32.27,32.27,32.27,33.59,32.27,32.27,32.27,32.27,32.27,32.27,32.27,32.27,33.59,33.59,33.59,33.59,33.59,33.59,33.59,33.59,33.59,33.59,33.59,33.59,33.59,33.59,33.59
534,"SXM","Sint Maarten",13,"Deserts & Xeric Shrublands                              ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,"SVK","Slovakia",5,"Temperate Conifer Forests                               ",0,0,0,6390.06,7796.33,6400.9,6400.9,6404.56,7137.73,7184.62,7184.74,7184.74,7186.96,7796.3,7796.33,9733.11,9733.11,9733.11,9733.14,9733.14,9733.14,9733.15,10552.65,10552.65,10552.65,10552.65,10552.65,10553.17
703,"SVK","Slovakia",4,"Temperate Broadleaf & Mixed Forests                     ",0,0,0,3799.82,4272.16,3950.76,3950.76,3951.14,3994.87,4070.1,4071.55,4072.84,4076.43,4271.73,4272.16,7360.96,7360.96,7361.33,7811.82,7811.82,7811.82,7811.93,7965.68,7965.71,7965.71,7965.75,7965.75,7965.75
705,"SVN","Slovenia",4,"Temperate Broadleaf & Mixed Forests                     ",0,0,0,1297.59,2511.89,1342.57,1343.4,1367.67,1367.88,1398.6,1400.05,1400.05,1400.05,1621.6,2511.89,7837.87,7837.87,7837.87,7837.89,7838.9,7838.9,7838.9,7838.9,7838.9,7886.82,7886.91,7886.91,7886.91
705,"SVN","Slovenia",12,"Mediterranean Forests, Woodlands & Scrub                ",0,0,0,46.62,53.46,50.44,50.44,50.44,50.44,51.69,53.46,53.46,53.46,53.46,53.46,1040.01,1040.01,1040.01,1040.01,1040.01,1040.01,1040.01,1040.01,1040.01,1053.26,1053.27,1053.27,1053.27
705,"SVN","Slovenia",5,"Temperate Conifer Forests                               ",0,0,0,213.96,476.22,213.96,213.99,213.99,214.15,233.9,234.56,234.56,234.56,234.56,476.22,2102.32,2102.32,2102.32,2102.34,2102.34,2102.34,2102.34,2102.34,2102.34,2110.22,2110.22,2110.22,2110.22
90,"SLB","Solomon Islands",1,"Tropical & Subtropical Moist Broadleaf Forests          ",10.96,18.35,18.35,18.35,192.47,33.07,40.18,40.18,40.18,47.57,47.62,47.62,47.62,189.03,192.47,196.94,197.33,201.66,486.05,547.17,547.17,547.17,547.17,547.17,547.17,547.17,547.17,547.17
706,"SOM","Somalia",14,"Mangroves                                               ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,"SOM","Somalia",7,"Tropical & Subtropical Grasslands, Savannas & Shrub     ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,"SOM","Somalia",1,"Tropical & Subtropical Moist Broadleaf Forests          ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,"SOM","Somalia",13,"Deserts & Xeric Shrublands                              ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,"ZAF","South Africa",10,"Montane Grasslands & Shrublands                         ",8979.13,9092.31,9182.7,9308.67,14158.97,9575.88,9662.75,9924.3,10401.7,10592.22,10601.83,11188.91,14064.42,14158.97,14158.97,14158.97,14260.56,14284.91,14329.11,14354.18,18923.13,19199.77,19344.05,19703.73,20035.8,20781.95,23244.16,23244.16
710,"ZAF","South Africa",13,"Deserts & Xeric Shrublands                              ",14254.93,14734.15,16466.66,16605.46,20011.81,17122.27,17320.3,17342.41,17516.7,17769.41,17872.13,18338.79,19947.06,20011.81,20011.81,20011.81,20069.32,20069.32,20330.07,20390.64,20404.9,20404.9,20404.9,20461.41,20461.41,21370.25,30491.9,30491.9
710,"ZAF","South Africa",11,"Tundra                                                  ",0,0,0,0,639.73,0,639.73,639.73,639.73,639.73,639.73,639.73,639.73,639.73,639.73,639.73,639.73,639.73,639.9,639.9,639.9,639.9,639.9,639.9,666.57,666.57,666.57,666.57
710,"ZAF","South Africa",14,"Mangroves                                               ",11.74,11.74,86.94,117.04,117.71,117.71,117.71,117.71,117.71,117.71,117.71,117.71,117.71,117.71,117.71,117.71,117.71,117.71,117.71,117.71,117.71,117.71,117.71,117.71,117.71,117.71,117.71,117.71
710,"ZAF","South Africa",7,"Tropical & Subtropical Grasslands, Savannas & Shrub     ",31658.08,31658.08,31662.3,31737.49,52190.51,33636.76,33636.76,34334.8,34341.52,34441.11,34441.11,34441.11,52190.51,52190.51,52190.51,52190.51,52190.51,52190.51,52190.51,52190.51,72127.93,72127.93,72127.93,72127.93,72224.86,72263.55,73474.31,73474.31
710,"ZAF","South Africa",1,"Tropical & Subtropical Moist Broadleaf Forests          ",2857.26,2859.9,3012.53,3106.56,3134.27,3125.25,3125.63,3127.33,3127.33,3127.95,3128.87,3131.79,3132.71,3134.27,3134.27,3138.94,3138.94,3139.55,3139.55,3139.55,3139.55,3139.55,3142.85,3143.23,3143.23,3143.23,3184.83,3184.83
710,"ZAF","South Africa",12,"Mediterranean Forests, Woodlands & Scrub                ",10398.04,10596.62,10637.33,10785.81,15824.98,11049.37,11084.37,11107.84,11192.12,11982.72,12184.02,15570.84,15706.73,15780.41,15824.98,15829.57,15831.83,15831.92,18151.43,18232.49,18302.15,18302.15,18302.15,18364.39,18406.65,19005.32,38435.76,38435.76
410,"KOR","South Korea",4,"Temperate Broadleaf & Mixed Forests                     ",6746.71,6755.71,6792.32,6806.29,6896.21,6902.53,6922.63,6941.8,7038.03,7190.27,7426.13,8803.79,8828.21,10076.11,10098.17,10157.96,11708.36,11996.97,12079.61,12276.94,13565.59,13841.52,13926.5,13948.47,14607.86,14617.14,14625.53,14655.79
728,"SSD","South Sudan",13,"Deserts & Xeric Shrublands                              ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,"SSD","South Sudan",7,"Tropical & Subtropical Grasslands, Savannas & Shrub     ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58281.19,58281.19,58281.19,58281.19,58281.19,58281.19
728,"SSD","South Sudan",9,"Flooded Grasslands & Savannas                           ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38230.74,38230.74,38230.74,38230.74,38230.74,38230.74
728,"SSD","South Sudan",1,"Tropical & Subtropical Moist Broadleaf Forests          ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569.67,1569.67,1569.67,1569.67,1569.67,1569.67
724,"ESP","Spain",4,"Temperate Broadleaf & Mixed Forests                     ",3752.73,4616.07,4828.28,6826.61,25620.95,8733.42,9485.22,9903.28,14335.04,15816.42,18374.52,21182.86,21626,25219.66,25620.95,26083.6,27890.61,27911.63,29030.71,29043.06,29055.13,29089.05,29089.12,29089.12,29089.19,29104.35,29118.42,29118.42
724,"ESP","Spain",12,"Mediterranean Forests, Woodlands & Scrub                ",32514.39,39391.86,39964.48,47251.04,118776.55,49159.47,49776.87,50051.03,73497.44,78451.13,86082.89,103667.96,110269.73,113496.49,118776.55,121409.22,126982.82,127700.67,128308.61,128397.69,130139.23,130248.39,131107.57,131111.49,131140.57,131202.33,131215.96,131215.96
144,"LKA","Sri Lanka",1,"Tropical & Subtropical Moist Broadleaf Forests          ",903.76,917.51,917.51,940.92,1256.38,940.92,940.92,943.01,943.01,943.01,943.01,1242.45,1242.45,1242.9,1256.38,1284.46,1284.46,1284.46,1373.32,1434.16,1670.17,1694.19,1706.48,1745.63,1759.64,1759.64,1759.64,1759.64
144,"LKA","Sri Lanka",2,"Tropical & Subtropical Dry Broadleaf Forests            ",10855.4,10908.57,10925.98,10933.67,11620.48,10973.64,11210.47,11214.42,11228.89,11228.89,11228.89,11244.66,11249.55,11620.48,11620.48,11620.48,11626.88,11626.88,11682.93,11766.44,12578.46,13055.14,13057.14,15725.64,17768.22,17768.22,17768.22,17768.22
144,"LKA","Sri Lanka",13,"Deserts & Xeric Shrublands                              ",147.31,147.31,147.31,147.31,147.31,147.31,147.31,147.31,147.31,147.31,147.31,147.31,147.31,147.31,147.31,147.31,147.31,147.31,147.31,147.31,147.31,169.08,169.08,319.85,319.85,319.85,319.85,319.85
275,"PSE","State of Palestine",13,"Deserts & Xeric Shrublands                              ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,"PSE","State of Palestine",12,"Mediterranean Forests, Woodlands & Scrub                ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,"SDN","Sudan",9,"Flooded Grasslands & Savannas                           ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,"SDN","Sudan",10,"Montane Grasslands & Shrublands                         ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,"SDN","Sudan",7,"Tropical & Subtropical Grasslands, Savannas & Shrub     ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35497.31,35497.31,35497.31,35497.31,35497.31,35497.31
729,"SDN","Sudan",1,"Tropical & Subtropical Moist Broadleaf Forests          ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556.55,556.55,556.55,556.55,556.55,556.55
729,"SDN","Sudan",13,"Deserts & Xeric Shrublands                              ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1434.08,1434.08,1434.08,1434.08,1434.08,1434.08
740,"SUR","Suriname",7,"Tropical & Subtropical Grasslands, Savannas & Shrub     ",539.84,539.84,539.84,539.84,539.84,539.84,539.84,539.84,539.84,539.84,539.84,539.84,539.84,539.84,539.84,539.84,539.84,539.84,539.84,539.84,539.84,539.84,539.84,539.84,539.84,539.84,539.84,539.84
740,"SUR","Suriname",1,"Tropical & Subtropical Moist Broadleaf Forests          ",3703.45,4792.13,4792.13,4792.13,16460.96,4792.13,4792.13,4792.13,4792.13,16460.96,16460.96,16460.96,16460.96,16460.96,16460.96,16460.96,16460.96,16460.96,16460.96,16460.96,16460.96,16460.96,16460.96,16460.96,16460.96,16460.96,16460.96,16460.96
744,"SJM","Svalbard and Jan Mayen Islands",11,"Tundra                                                  ",36292.26,36292.26,36292.26,36292.26,41057.24,36292.26,36292.26,36292.26,36292.26,36292.26,36292.26,36292.26,36292.26,36485.3,41057.24,41057.24,41850.23,41850.23,41850.23,41850.23,41850.42,42254.49,42254.49,42254.7,42254.7,42254.7,42254.7,42254.7
748,"SWZ","Swaziland",1,"Tropical & Subtropical Moist Broadleaf Forests          ",257.82,257.82,257.82,257.82,257.82,257.82,257.82,257.82,257.82,257.82,257.82,257.82,257.82,257.82,257.82,257.82,257.82,257.82,257.82,257.82,257.82,257.82,257.82,257.82,259.7,259.7,259.7,259.7
748,"SWZ","Swaziland",7,"Tropical & Subtropical Grasslands, Savannas & Shrub     ",223.43,223.43,223.43,223.43,223.43,223.43,223.43,223.43,223.43,223.43,223.43,223.43,223.43,223.43,223.43,223.43,223.43,223.43,223.43,223.43,223.43,223.43,223.43,223.43,231.1,231.1,231.1,231.1
748,"SWZ","Swaziland",10,"Montane Grasslands & Shrublands                         ",200.49,200.49,200.49,200.49,207.69,207.69,207.69,207.69,207.69,207.69,207.69,207.69,207.69,207.69,207.69,207.69,207.69,207.69,207.69,207.69,207.69,207.69,207.69,207.69,210.01,210.01,210.01,210.01
752,"SWE","Sweden",11,"Tundra                                                  ",34289.26,34338.1,34338.43,34341.94,52167.46,34373.19,45781.3,45805.06,45820.61,48972.45,50737.44,50761.57,52023.29,52094.93,52167.46,52168.54,52274.14,52274.14,52283.2,52283.2,52283.2,52283.2,52283.2,52283.32,52283.32,52283.32,52283.32,52283.32
752,"SWE","Sweden",6,"Boreal Forests/Taiga                                    ",7543.01,8112.42,8206.82,9531,26426.02,11304.18,20801.31,21575.74,22084.1,23469.99,23657.93,24873.21,25556.04,25636.68,26426.02,26454.33,26583.85,26640.6,26737.14,27685.59,28052.43,28247.41,28755.03,28859.6,29916.38,30045.53,30137.14,30137.14
752,"SWE","Sweden",4,"Temperate Broadleaf & Mixed Forests                     ",3316.46,3373.71,3415.46,3504.91,8526.48,3729.92,4051.42,4567.9,4782.52,5992.14,6018.38,7688.66,8216.47,8285.66,8526.48,8569.15,9468.1,9538.98,9601.42,9719.4,9790.38,9882.52,12429.14,12500.51,12585.52,12662.14,12705.49,12705.49
756,"CHE","Switzerland",4,"Temperate Broadleaf & Mixed Forests                     ",6.45,59.61,83.88,199.05,551.88,232.55,232.55,242.09,242.09,242.67,242.67,242.67,541.49,541.49,551.88,551.88,551.91,551.91,564.67,564.67,759.02,804.86,804.86,804.89,804.89,804.89,804.89,804.89
756,"CHE","Switzerland",5,"Temperate Conifer Forests                               ",1293.72,1297.32,1306.9,2786.17,3159.79,2835.96,2835.96,2895.88,2895.88,2909.19,2909.19,2909.19,3150.44,3150.44,3159.79,3159.84,3162.28,3162.28,3163.74,3163.74,3400.36,3538.31,3538.31,3539.98,3539.98,3543.82,3543.82,3543.82
760,"SYR","Syria",8,"Temperate Grasslands, Savannas & Shrublands             ",220.37,462.78,462.78,462.78,1025.04,462.78,462.78,462.78,462.78,463.05,463.05,463.05,463.05,1025.04,1025.04,1025.04,1025.04,1025.04,1025.04,1025.04,1045.39,1045.39,1045.39,1045.39,1045.39,1045.39,1045.39,1045.39
760,"SYR","Syria",12,"Mediterranean Forests, Woodlands & Scrub                ",3.2,6.4,6.4,6.4,233.22,6.4,6.4,9.5,9.5,116.18,233.22,233.22,233.22,233.22,233.22,233.22,233.22,233.22,233.22,233.22,233.22,233.22,233.22,233.22,233.22,233.22,233.22,233.22
760,"SYR","Syria",13,"Deserts & Xeric Shrublands                              ",0,0,0,0,38.88,0,0,0,0,0,0,0,0,38.88,38.88,38.88,38.88,38.88,38.88,38.88,38.88,38.88,38.88,38.88,38.88,38.88,38.88,38.88
158,"TWN","Taiwan",4,"Temperate Broadleaf & Mixed Forests                     ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,"TWN","Taiwan",1,"Tropical & Subtropical Moist Broadleaf Forests          ",2856.58,2856.58,2856.58,3773.02,7054.9,3791.82,3809.93,3813.87,3813.87,3818.32,3818.32,7035.18,7051.5,7054.7,7054.9,7057.66,7065.03,7123.94,7123.94,7141.4,7187.8,7187.8,7187.81,7200.32,7213.3,7213.61,7213.61,7213.61
762,"TJK","Tajikistan",8,"Temperate Grasslands, Savannas & Shrublands             ",0,0,2349.77,2349.77,3234.64,2349.77,2349.77,2349.77,2349.77,2349.77,2714.55,2714.55,3234.64,3234.64,3234.64,3234.64,3279.61,3279.61,3279.61,3279.61,3279.61,3279.61,3279.61,3279.61,3279.61,3279.61,3279.61,3279.61
762,"TJK","Tajikistan",13,"Deserts & Xeric Shrublands                              ",0,0,360.65,360.65,360.65,360.65,360.65,360.65,360.65,360.65,360.65,360.65,360.65,360.65,360.65,360.65,360.65,360.65,360.65,360.65,360.65,360.65,360.65,360.65,360.65,360.65,360.65,360.65
762,"TJK","Tajikistan",10,"Montane Grasslands & Shrublands                         ",0,0,1240.74,1240.74,17765.86,1240.74,1240.74,1240.74,1240.74,1240.74,17535.01,17535.01,17765.86,17765.86,17765.86,17765.86,17765.86,17765.86,17765.86,17765.86,17765.86,17765.86,17765.86,17765.86,17765.86,17765.86,17765.86,17765.86
834,"TZA","Tanzania",9,"Flooded Grasslands & Savannas                           ",6993.5,18072.93,18072.93,18072.93,24332.8,18072.93,18072.93,18072.93,18072.93,18072.93,18072.93,23212.63,23228.72,24332.8,24332.8,24332.8,24332.8,24332.8,24337.46,24337.46,24337.46,24337.46,24337.46,24337.46,24337.46,24337.46,24337.46,24337.46
834,"TZA","Tanzania",7,"Tropical & Subtropical Grasslands, Savannas & Shrub     ",170555.5,292785.23,292785.23,293598.39,300937.52,293598.39,293598.39,293598.39,293598.39,293598.39,293598.39,300137.52,300150.35,300937.52,300937.52,300937.52,300937.52,302023.01,306887.63,306887.63,312458.8,315587.74,315587.74,315587.74,315587.74,315587.74,315587.74,315587.74
834,"TZA","Tanzania",1,"Tropical & Subtropical Moist Broadleaf Forests          ",16548.79,25911.66,25911.7,27064.17,28372.04,27074.03,27363.9,27363.9,27450.23,27450.23,27450.23,28372.04,28372.04,28372.04,28372.04,28453.87,28457.41,29163.06,30015.41,30015.41,30260.78,31409,31409,31409,31409,31409,31409,31409
834,"TZA","Tanzania",10,"Montane Grasslands & Shrublands                         ",1935.01,2633.07,2633.07,2633.07,2633.07,2633.07,2633.07,2633.07,2633.07,2633.07,2633.07,2633.07,2633.07,2633.07,2633.07,2633.07,2809.75,2809.75,2809.75,2809.75,2809.75,2809.75,2809.75,2809.75,2809.75,2809.75,2809.75,2809.75
834,"TZA","Tanzania",14,"Mangroves                                               ",226.59,1340.4,1340.4,1340.4,1543.37,1340.4,1340.4,1340.4,1340.4,1340.4,1340.4,1543.37,1543.37,1543.37,1543.37,2332.69,2332.69,2332.69,2332.69,2332.69,2332.69,2332.69,2332.69,2332.69,2332.69,2332.69,2332.69,2332.69
764,"THA","Thailand",1,"Tropical & Subtropical Moist Broadleaf Forests          ",46404.26,48321.78,52512.82,53207.1,70874.44,55169.95,56692.66,58094.9,58319.03,60235.72,65562.6,69039.39,70037.69,70397.49,70874.44,70874.44,70874.44,70874.44,72239.12,72698.95,76595.87,76595.87,76595.87,76595.87,76608.64,76608.64,76608.64,76608.64
764,"THA","Thailand",2,"Tropical & Subtropical Dry Broadleaf Forests            ",12542.38,13315.66,14116.68,14657.88,17632.46,14657.88,15121.07,16132.34,17068.11,17218.81,17218.81,17560.36,17603.93,17603.93,17632.46,17632.46,17632.46,17632.46,17993.63,17993.63,19242.27,19242.27,19242.27,19242.27,19242.27,19242.27,19242.27,19242.27
764,"THA","Thailand",14,"Mangroves                                               ",534.41,544.78,595.29,595.29,1650.2,595.29,595.29,595.29,695.82,726.95,791.33,791.33,1241.12,1650.2,1650.2,1650.2,1650.2,1650.2,1650.2,1650.2,1658.57,1658.57,1658.57,1658.57,1754.61,1754.61,1754.61,1754.61
