code,iso,country,Region,EPI.new,EPI.rnk.new,EPI.rnk.rgn,EPI.avg.rgn,HLT.rnk.rgn,HLT.avg.rgn,ECO.rnk.rgn,ECO.avg.rgn,HMT.rnk.rgn,HMT.avg.rgn,AIR.rnk.rgn,AIR.avg.rgn,H2O.rnk.rgn,H2O.avg.rgn,WRS.rnk.rgn,WRS.avg.rgn,AGR.rnk.rgn,AGR.avg.rgn,FRT.rnk.rgn,FRT.avg.rgn,FSH.rnk.rgn,FSH.avg.rgn,BDH.rnk.rgn,BDH.avg.rgn,CCE.rnk.rgn,CCE.avg.rgn,APE.rnk.rgn,APE.avg.rgn,PBD.rnk.rgn,PBD.avg.rgn,PME.rnk.rgn,PME.avg.rgn,PMW.rnk.rgn,PMW.avg.rgn,HAD.rnk.rgn,HAD.avg.rgn,USD.rnk.rgn,USD.avg.rgn,UWD.rnk.rgn,UWD.avg.rgn,WWT.rnk.rgn,WWT.avg.rgn,SNM.rnk.rgn,SNM.avg.rgn,TCL.rnk.rgn,TCL.avg.rgn,FSS.rnk.rgn,FSS.avg.rgn,MTR.rnk.rgn,MTR.avg.rgn,MPA.rnk.rgn,MPA.avg.rgn,TBN.rnk.rgn,TBN.avg.rgn,TBG.rnk.rgn,TBG.avg.rgn,PAR.rnk.rgn,PAR.avg.rgn,SPI.rnk.rgn,SPI.avg.rgn,SHI.rnk.rgn,SHI.avg.rgn,DCT.rnk.rgn,DCT.avg.rgn,DMT.rnk.rgn,DMT.avg.rgn,DNT.rnk.rgn,DNT.avg.rgn,DBT.rnk.rgn,DBT.avg.rgn,DPT.rnk.rgn,DPT.avg.rgn,DST.rnk.rgn,DST.avg.rgn,DXT.rnk.rgn,DXT.avg.rgn
398,KAZ,Kazakhstan,Eastern Europe & Eurasia,54.56,101,23,60.54827586,14,63.50758621,24,58.57655172,20,72.21275862,11,63.31413793,16,62.47655172,20,77.75344828,26,41.95034483,7,36.44821429,,49.46076923,26,68.79172414,22,54.31,24,60.64310345,20,72.21275862,5,73.45241379,5,76.98896552,19,45.45448276,17,62.40793103,6,62.54310345,20,77.75344828,26,41.95034483,7,36.44821429,,54.72846154,,44.19769231,,89.33615385,26,66.10586207,25,69.80931034,27,42.90689655,25,69.03448276,1,86.77310345,22,54.62103448,7,60.33206897,5,56.44689655,29,50.23655172,13,47.99448276,23,62.35,21,58.93724138
404,KEN,Kenya,Sub-Saharan Africa,47.25,130,14,44.89,22,41.97956522,17,46.83108696,25,40.61608696,12,54.94152174,44,14.12304348,16,26.31826087,22,25.57934783,14,14.22571429,22,57.17633333,19,68.05326087,18,46.66391304,38,43.71978261,25,40.61608696,1,81.83891304,22,83.82652174,13,13.10304348,44,14.19565217,43,14.05108696,16,26.31826087,22,25.57934783,14,14.22571429,25,74.763,18,39.58733333,9,59.89933333,23,69.12478261,24,71.375,28,44.20804348,15,71.46,29,83.6025,18,49.55956522,21,45.17934783,27,39.98804348,22,26.20717391,5,42.03434783,41,47.57826087,33,39.86108696
296,KIR,Kiribati,Pacific,55.26,95,4,57.89875,8,66.08375,3,52.445,7,59.56375,6,73.645,8,50.78375,4,61.775,8,19.7125,,21.436,2,62.1575,2,62.83375,6,48.54625,5,53.04875,7,59.56375,1,100,1,100,6,34.10875,8,52.1425,8,49.425,4,61.775,8,19.7125,,21.436,1,61.215,6,63.1,1,80.7375,1,58.84875,1,57.87125,8,23.46375,,54.74833333,,86.235,6,49.15125,5,42.86875,6,44.0875,6,54.885,,61.2,4,50.4825,5,55.615
414,KWT,Kuwait,Mid East & North Africa,62.28,61,5,58.70941176,11,73.89588235,4,48.58529412,7,39.02058824,13,83.98352941,4,57.85058824,2,80.05,5,24.79529412,,39.15625,4,58.42933333,2,48.41705882,13,42.12235294,15,47.42411765,7,39.02058824,16,86.64823529,15,87.26117647,4,79.52882353,4,60.46058824,3,55.23941176,2,80.05,5,24.79529412,,39.15625,6,68.724,6,48.13066667,5,73.00133333,1,39.08235294,1,38.98294118,6,13.58176471,2,47.435625,9,89.600625,13,29.32352941,12,62.70764706,2,67.99823529,6,64.81764706,10,41.38529412,15,53.13117647,14,41.71823529
417,KGZ,Kyrgyzstan,Eastern Europe & Eurasia,54.86,99,22,60.54827586,26,63.50758621,21,58.57655172,26,72.21275862,19,63.31413793,28,62.47655172,24,77.75344828,8,41.95034483,1,36.44821429,,49.46076923,14,68.79172414,28,54.31,29,60.64310345,26,72.21275862,10,73.45241379,10,76.98896552,27,45.45448276,28,62.40793103,28,62.54310345,24,77.75344828,8,41.95034483,1,36.44821429,,54.72846154,,44.19769231,,89.33615385,14,66.10586207,15,69.80931034,21,42.90689655,14,69.03448276,5,86.77310345,28,54.62103448,26,60.33206897,24,56.44689655,27,50.23655172,6,47.99448276,28,62.35,29,58.93724138
418,LAO,Laos,Asia,42.94,153,20,50.13346154,22,49.11423077,9,50.81384615,20,48.35153846,21,49.20269231,20,49.05,18,39.01961538,13,32.57423077,21,31.47583333,,59.96380952,8,62.54269231,2,51.71423077,10,50.56730769,20,48.35153846,18,57.59,19,60.79230769,24,34.22038462,20,50.27923077,19,47.82038462,18,39.01961538,13,32.57423077,21,31.47583333,,68.94,,50.98809524,,75.28095238,7,63.37307692,8,64.49576923,4,28.50192308,7,70.88652174,22,68.23521739,4,47.06961538,17,70.25346154,19,70.295,17,56.62846154,,38.38,12,50.44846154,12,50.68730769
428,LVA,Latvia,Eastern Europe & Eurasia,66.12,37,6,60.54827586,4,63.50758621,15,58.57655172,9,72.21275862,6,63.31413793,20,62.47655172,4,77.75344828,14,41.95034483,28,36.44821429,7,49.46076923,9,68.79172414,24,54.31,3,60.64310345,9,72.21275862,1,73.45241379,2,76.98896552,13,45.45448276,16,62.40793103,22,62.54310345,4,77.75344828,14,41.95034483,28,36.44821429,10,54.72846154,4,44.19769231,1,89.33615385,1,66.10586207,1,69.80931034,13,42.90689655,10,69.03448276,27,86.77310345,23,54.62103448,28,60.33206897,27,56.44689655,15,50.23655172,7,47.99448276,5,62.35,6,58.93724138
422,LBN,Lebanon,Mid East & North Africa,61.08,67,8,58.70941176,3,73.89588235,12,48.58529412,2,39.02058824,5,83.98352941,9,57.85058824,12,80.05,8,24.79529412,6,39.15625,1,58.42933333,14,48.41705882,9,42.12235294,6,47.42411765,2,39.02058824,10,86.64823529,9,87.26117647,1,79.52882353,9,60.46058824,13,55.23941176,12,80.05,8,24.79529412,6,39.15625,6,68.724,1,48.13066667,15,73.00133333,11,39.08235294,12,38.98294118,2,13.58176471,10,47.435625,11,89.600625,8,29.32352941,3,62.70764706,11,67.99823529,8,64.81764706,16,41.38529412,8,53.13117647,6,41.71823529
426,LSO,Lesotho,Sub-Saharan Africa,33.78,173,43,44.89,42,41.97956522,40,46.83108696,41,40.61608696,40,54.94152174,39,14.12304348,18,26.31826087,4,25.57934783,,14.22571429,,57.17633333,46,68.05326087,26,46.66391304,7,43.71978261,41,40.61608696,37,81.83891304,35,83.82652174,32,13.10304348,39,14.19565217,39,14.05108696,18,26.31826087,4,25.57934783,,14.22571429,,74.763,,39.58733333,,59.89933333,46,69.12478261,46,71.375,42,44.20804348,42,71.46,11,83.6025,32,49.55956522,10,45.17934783,12,39.98804348,18,26.20717391,,42.03434783,11,47.57826087,10,39.86108696
430,LBR,Liberia,Sub-Saharan Africa,41.62,160,33,44.89,18,41.97956522,35,46.83108696,33,40.61608696,13,54.94152174,37,14.12304348,26,26.31826087,35,25.57934783,28,14.22571429,2,57.17633333,41,68.05326087,3,46.66391304,43,43.71978261,33,40.61608696,1,81.83891304,18,83.82652174,30,13.10304348,37,14.19565217,38,14.05108696,26,26.31826087,35,25.57934783,28,14.22571429,12,74.763,4,39.58733333,18,59.89933333,43,69.12478261,37,71.375,36,44.20804348,41,71.46,42,83.6025,4,49.55956522,9,45.17934783,15,39.98804348,44,26.20717391,,42.03434783,39,47.57826087,45,39.86108696
434,LBY,Libya,Mid East & North Africa,49.79,123,16,58.70941176,4,73.89588235,17,48.58529412,4,39.02058824,2,83.98352941,13,57.85058824,13,80.05,10,24.79529412,,39.15625,11,58.42933333,17,48.41705882,17,42.12235294,13,47.42411765,4,39.02058824,1,86.64823529,1,87.26117647,6,79.52882353,13,60.46058824,10,55.23941176,13,80.05,10,24.79529412,,39.15625,15,68.724,4,48.13066667,14,73.00133333,17,39.08235294,17,38.98294118,13,13.58176471,15,47.435625,3,89.600625,15,29.32352941,17,62.70764706,17,67.99823529,16,64.81764706,2,41.38529412,12,53.13117647,11,41.71823529
440,LTU,Lithuania,Eastern Europe & Eurasia,69.33,29,2,60.54827586,6,63.50758621,6,58.57655172,7,72.21275862,5,63.31413793,24,62.47655172,7,77.75344828,3,41.95034483,26,36.44821429,4,49.46076923,6,68.79172414,9,54.31,14,60.64310345,7,72.21275862,9,73.45241379,9,76.98896552,6,45.45448276,23,62.40793103,23,62.54310345,7,77.75344828,3,41.95034483,26,36.44821429,4,54.72846154,5,44.19769231,1,89.33615385,11,66.10586207,11,69.80931034,12,42.90689655,9,69.03448276,10,86.77310345,11,54.62103448,12,60.33206897,6,56.44689655,10,50.23655172,4,47.99448276,12,62.35,20,58.93724138
442,LUX,Luxembourg,Europe & North America,79.12,7,7,77.90318182,9,93.45409091,11,67.53545455,9,80.32090909,12,92.53227273,11,97.64045455,4,96.55818182,16,47.83454545,10,19.8525,,50.49947368,3,88.71954545,15,62.02590909,14,68.815,9,80.32090909,14,93.07681818,15,92.92909091,9,91.82409091,1,96.49409091,16,98.78454545,4,96.55818182,16,47.83454545,10,19.8525,,56.48052632,,44.51842105,,92.74210526,1,91.41954545,1,92.94363636,2,61.67863636,1,94.60285714,16,83.03761905,16,55.41272727,7,77.68954545,5,53.61818182,21,69.37272727,20,63.16045455,1,72.68045455,21,64.95136364
807,MKD,Macedonia,Eastern Europe & Eurasia,61.06,68,19,60.54827586,12,63.50758621,18,58.57655172,14,72.21275862,12,63.31413793,10,62.47655172,27,77.75344828,20,41.95034483,15,36.44821429,,49.46076923,19,68.79172414,8,54.31,18,60.64310345,14,72.21275862,6,73.45241379,6,76.98896552,22,45.45448276,10,62.40793103,5,62.54310345,27,77.75344828,20,41.95034483,15,36.44821429,,54.72846154,,44.19769231,,89.33615385,21,66.10586207,17,69.80931034,10,42.90689655,15,69.03448276,26,86.77310345,4,54.62103448,13,60.33206897,9,56.44689655,18,50.23655172,26,47.99448276,19,62.35,11,58.93724138
450,MDG,Madagascar,Sub-Saharan Africa,33.73,175,44,44.89,23,41.97956522,46,46.83108696,40,40.61608696,17,54.94152174,38,14.12304348,26,26.31826087,2,25.57934783,28,14.22571429,9,57.17633333,36,68.05326087,44,46.66391304,25,43.71978261,40,40.61608696,1,81.83891304,1,83.82652174,41,13.10304348,38,14.19565217,37,14.05108696,26,26.31826087,2,25.57934783,28,14.22571429,9,74.763,15,39.58733333,13,59.89933333,36,69.12478261,41,71.375,35,44.20804348,31,71.46,44,83.6025,45,49.55956522,41,45.17934783,37,39.98804348,34,26.20717391,,42.03434783,25,47.57826087,22,39.86108696
454,MWI,Malawi,Sub-Saharan Africa,49.21,127,13,44.89,28,41.97956522,8,46.83108696,26,40.61608696,25,54.94152174,33,14.12304348,26,26.31826087,6,25.57934783,25,14.22571429,,57.17633333,6,68.05326087,7,46.66391304,12,43.71978261,26,40.61608696,25,81.83891304,24,83.82652174,31,13.10304348,34,14.19565217,33,14.05108696,26,26.31826087,6,25.57934783,25,14.22571429,,74.763,,39.58733333,,59.89933333,16,69.12478261,13,71.375,9,44.20804348,13,71.46,14,83.6025,6,49.55956522,20,45.17934783,36,39.98804348,33,26.20717391,,42.03434783,16,47.57826087,14,39.86108696
458,MYS,Malaysia,Asia,59.22,75,7,50.13346154,7,49.11423077,11,50.81384615,11,48.35153846,5,49.20269231,7,49.05,4,39.01961538,15,32.57423077,21,31.47583333,11,59.96380952,9,62.54269231,12,51.71423077,16,50.56730769,11,48.35153846,14,57.59,13,60.79230769,5,34.22038462,7,50.27923077,9,47.82038462,4,39.01961538,15,32.57423077,21,31.47583333,13,68.94,7,50.98809524,12,75.28095238,1,63.37307692,1,64.49576923,17,28.50192308,6,70.88652174,23,68.23521739,14,47.06961538,13,70.25346154,7,70.295,5,56.62846154,12,38.38,20,50.44846154,8,50.68730769
462,MDV,Maldives,Asia,52.14,111,10,50.13346154,4,49.11423077,25,50.81384615,9,48.35153846,3,49.20269231,10,49.05,11,39.01961538,20,32.57423077,,31.47583333,9,59.96380952,24,62.54269231,20,51.71423077,22,50.56730769,9,48.35153846,1,57.59,1,60.79230769,7,34.22038462,9,50.27923077,10,47.82038462,11,39.01961538,20,32.57423077,,31.47583333,7,68.94,13,50.98809524,17,75.28095238,25,63.37307692,25,64.49576923,20,28.50192308,,70.88652174,,68.23521739,23,47.06961538,2,70.25346154,3,70.295,11,56.62846154,,38.38,19,50.44846154,23,50.68730769
466,MLI,Mali,Sub-Saharan Africa,43.71,147,25,44.89,19,41.97956522,28,46.83108696,32,40.61608696,10,54.94152174,40,14.12304348,26,26.31826087,10,25.57934783,26,14.22571429,,57.17633333,32,68.05326087,14,46.66391304,11,43.71978261,32,40.61608696,1,81.83891304,1,83.82652174,23,13.10304348,40,14.19565217,40,14.05108696,26,26.31826087,10,25.57934783,26,14.22571429,,74.763,,39.58733333,,59.89933333,34,69.12478261,29,71.375,39,44.20804348,26,71.46,4,83.6025,9,49.55956522,37,45.17934783,42,39.98804348,14,26.20717391,,42.03434783,15,47.57826087,12,39.86108696
470,MLT,Malta,Europe & North America,80.9,4,4,77.90318182,13,93.45409091,4,67.53545455,22,80.32090909,10,92.53227273,1,97.64045455,1,96.55818182,18,47.83454545,,19.8525,7,50.49947368,15,88.71954545,6,62.02590909,15,68.815,22,80.32090909,1,93.07681818,1,92.92909091,19,91.82409091,1,96.49409091,1,98.78454545,1,96.55818182,18,47.83454545,,19.8525,2,56.48052632,16,44.51842105,11,92.74210526,1,91.41954545,1,92.94363636,22,61.67863636,,94.60285714,,83.03761905,8,55.41272727,10,77.68954545,1,53.61818182,12,69.37272727,14,63.16045455,14,72.68045455,16,64.95136364
478,MRT,Mauritania,Sub-Saharan Africa,39.24,166,38,44.89,6,41.97956522,42,46.83108696,8,40.61608696,5,54.94152174,15,14.12304348,26,26.31826087,16,25.57934783,,14.22571429,29,57.17633333,42,68.05326087,30,46.66391304,34,43.71978261,8,40.61608696,1,81.83891304,1,83.82652174,10,13.10304348,15,14.19565217,15,14.05108696,26,26.31826087,16,25.57934783,,14.22571429,10,74.763,30,39.58733333,3,59.89933333,45,69.12478261,45,71.375,45,44.20804348,43,71.46,10,83.6025,31,49.55956522,29,45.17934783,21,39.98804348,10,26.20717391,,42.03434783,27,47.57826087,41,39.86108696
480,MUS,Mauritius,Sub-Saharan Africa,56.63,90,5,44.89,2,41.97956522,30,46.83108696,1,40.61608696,2,54.94152174,1,14.12304348,4,26.31826087,46,25.57934783,6,14.22571429,17,57.17633333,39,68.05326087,23,46.66391304,41,43.71978261,1,40.61608696,1,81.83891304,1,83.82652174,2,13.10304348,1,14.19565217,2,14.05108696,4,26.31826087,46,25.57934783,6,14.22571429,24,74.763,10,39.58733333,24,59.89933333,38,69.12478261,38,71.375,40,44.20804348,35,71.46,40,83.6025,23,49.55956522,6,45.17934783,6,39.98804348,12,26.20717391,15,42.03434783,43,47.57826087,32,39.86108696
484,MEX,Mexico,Latin America,59.69,72,8,58.173,10,66.851,7,52.387,14,48.3335,14,75.553,6,51.082,2,57.3915,6,30.836,10,18.441,15,58.86611111,12,76.5735,10,48.9085,6,36.302,14,48.3335,18,96.1595,18,94.8045,8,45.66,6,51.734,4,50.43,2,57.3915,6,30.836,10,18.441,9,58.61444444,16,59.11777778,1,86.33388889,13,79.4635,11,75.829,17,68.821,17,77.784,14,60.102,10,45.5225,14,62.321,17,58.982,10,40.4455,10,43.75222222,1,40.318,13,32.286
583,FSM,Micronesia,Asia,49.8,122,13,50.13346154,10,49.11423077,21,50.81384615,12,48.35153846,7,49.20269231,13,49.05,11,39.01961538,21,32.57423077,1,31.47583333,17,59.96380952,23,62.54269231,23,51.71423077,9,50.56730769,12,48.35153846,1,57.59,1,60.79230769,14,34.22038462,13,50.27923077,13,47.82038462,11,39.01961538,21,32.57423077,1,31.47583333,21,68.94,1,50.98809524,20,75.28095238,21,63.37307692,23,64.49576923,26,28.50192308,,70.88652174,,68.23521739,25,47.06961538,14,70.25346154,11,70.295,12,56.62846154,,38.38,10,50.44846154,11,50.68730769
498,MDA,Moldova,Eastern Europe & Eurasia,51.97,112,26,60.54827586,20,63.50758621,25,58.57655172,24,72.21275862,18,63.31413793,18,62.47655172,16,77.75344828,12,41.95034483,12,36.44821429,,49.46076923,24,68.79172414,21,54.31,16,60.64310345,24,72.21275862,20,73.45241379,21,76.98896552,14,45.45448276,20,62.40793103,18,62.54310345,16,77.75344828,12,41.95034483,12,36.44821429,,54.72846154,,44.19769231,,89.33615385,24,66.10586207,26,69.80931034,24,42.90689655,24,69.03448276,24,86.77310345,21,54.62103448,18,60.33206897,17,56.44689655,11,50.23655172,16,47.99448276,17,62.35,14,58.93724138
496,MNG,Mongolia,Asia,57.51,83,9,50.13346154,9,49.11423077,10,50.81384615,16,48.35153846,9,49.20269231,8,49.05,8,39.01961538,25,32.57423077,9,31.47583333,,59.96380952,10,62.54269231,9,51.71423077,17,50.56730769,16,48.35153846,1,57.59,6,60.79230769,15,34.22038462,10,50.27923077,7,47.82038462,8,39.01961538,25,32.57423077,9,31.47583333,,68.94,,50.98809524,,75.28095238,12,63.37307692,15,64.49576923,9,28.50192308,8,70.88652174,5,68.23521739,11,47.06961538,9,70.25346154,9,70.295,23,56.62846154,16,38.38,14,50.44846154,19,50.68730769
499,MNE,Montenegro,Eastern Europe & Eurasia,61.33,65,18,60.54827586,5,63.50758621,23,58.57655172,10,72.21275862,9,63.31413793,1,62.47655172,17,77.75344828,28,41.95034483,14,36.44821429,11,49.46076923,15,68.79172414,23,54.31,15,60.64310345,10,72.21275862,3,73.45241379,3,76.98896552,26,45.45448276,1,62.40793103,1,62.54310345,17,77.75344828,28,41.95034483,14,36.44821429,4,54.72846154,11,44.19769231,13,89.33615385,15,66.10586207,14,69.80931034,5,42.90689655,12,69.03448276,28,86.77310345,20,54.62103448,15,60.33206897,3,56.44689655,23,50.23655172,28,47.99448276,14,62.35,19,58.93724138
504,MAR,Morocco,Mid East & North Africa,63.47,54,3,58.70941176,14,73.89588235,3,48.58529412,8,39.02058824,10,83.98352941,14,57.85058824,10,80.05,6,24.79529412,4,39.15625,7,58.42933333,1,48.41705882,6,42.12235294,8,47.42411765,8,39.02058824,1,86.64823529,8,87.26117647,15,79.52882353,14,60.46058824,15,55.23941176,10,80.05,6,24.79529412,4,39.15625,3,68.724,11,48.13066667,9,73.00133333,2,39.08235294,2,38.98294118,1,13.58176471,1,47.435625,13,89.600625,5,29.32352941,7,62.70764706,12,67.99823529,9,64.81764706,13,41.38529412,11,53.13117647,7,41.71823529
508,MOZ,Mozambique,Sub-Saharan Africa,46.37,135,16,44.89,11,41.97956522,23,46.83108696,38,40.61608696,15,54.94152174,12,14.12304348,13,26.31826087,29,25.57934783,18,14.22571429,20,57.17633333,9,68.05326087,42,46.66391304,16,43.71978261,38,40.61608696,1,81.83891304,20,83.82652174,25,13.10304348,12,14.19565217,12,14.05108696,13,26.31826087,29,25.57934783,18,14.22571429,13,74.763,22,39.58733333,5,59.89933333,17,69.12478261,16,71.375,6,44.20804348,19,71.46,19,83.6025,36,49.55956522,36,45.17934783,44,39.98804348,43,26.20717391,23,42.03434783,10,47.57826087,23,39.86108696
104,MMR,Myanmar,Asia,45.32,138,18,50.13346154,19,49.11423077,13,50.81384615,13,48.35153846,20,49.20269231,17,49.05,18,39.01961538,1,32.57423077,19,31.47583333,4,59.96380952,21,62.54269231,3,51.71423077,5,50.56730769,13,48.35153846,16,57.59,15,60.79230769,16,34.22038462,17,50.27923077,17,47.82038462,18,39.01961538,1,32.57423077,19,31.47583333,10,68.94,5,50.98809524,18,75.28095238,18,63.37307692,20,64.49576923,15,28.50192308,20,70.88652174,17,68.23521739,3,47.06961538,18,70.25346154,15,70.295,9,56.62846154,1,38.38,5,50.44846154,5,50.68730769
516,NAM,Namibia,Sub-Saharan Africa,58.46,79,3,44.89,12,41.97956522,3,46.83108696,12,40.61608696,21,54.94152174,13,14.12304348,5,26.31826087,45,25.57934783,,14.22571429,15,57.17633333,3,68.05326087,10,46.66391304,18,43.71978261,12,40.61608696,23,81.83891304,23,83.82652174,9,13.10304348,13,14.19565217,14,14.05108696,5,26.31826087,45,25.57934783,,14.22571429,6,74.763,20,39.58733333,7,59.89933333,1,69.12478261,1,71.375,1,44.20804348,5,71.46,26,83.6025,27,49.55956522,11,45.17934783,14,39.98804348,5,26.20717391,3,42.03434783,35,47.57826087,8,39.86108696
524,NPL,Nepal,Asia,31.44,176,24,50.13346154,25,49.11423077,19,50.81384615,22,48.35153846,26,49.20269231,22,49.05,18,39.01961538,7,32.57423077,4,31.47583333,,59.96380952,16,62.54269231,24,51.71423077,12,50.56730769,22,48.35153846,24,57.59,25,60.79230769,22,34.22038462,22,50.27923077,23,47.82038462,18,39.01961538,7,32.57423077,4,31.47583333,,68.94,,50.98809524,,75.28095238,14,63.37307692,18,64.49576923,6,28.50192308,10,70.88652174,2,68.23521739,21,47.06961538,25,70.25346154,26,70.295,26,56.62846154,4,38.38,9,50.44846154,17,50.68730769
528,NLD,Netherlands,Europe & North America,75.46,18,17,77.90318182,15,93.45409091,16,67.53545455,8,80.32090909,16,92.53227273,12,97.64045455,2,96.55818182,17,47.83454545,3,19.8525,18,50.49947368,20,88.71954545,19,62.02590909,3,68.815,8,80.32090909,19,93.07681818,20,92.92909091,1,91.82409091,13,96.49409091,19,98.78454545,2,96.55818182,17,47.83454545,3,19.8525,13,56.48052632,18,44.51842105,1,92.74210526,20,91.41954545,22,92.94363636,14,61.67863636,13,94.60285714,15,83.03761905,21,55.41272727,13,77.68954545,3,53.61818182,1,69.37272727,22,63.16045455,2,72.68045455,4,64.95136364
554,NZL,New Zealand,Pacific,75.96,17,1,57.89875,2,66.08375,1,52.445,2,59.56375,2,73.645,2,50.78375,2,61.775,2,19.7125,5,21.436,6,62.1575,1,62.83375,3,48.54625,6,53.04875,2,59.56375,1,100,1,100,2,34.10875,2,52.1425,2,49.425,2,61.775,2,19.7125,5,21.436,6,61.215,4,63.1,1,80.7375,3,58.84875,3,57.87125,1,23.46375,1,54.74833333,5,86.235,4,49.15125,3,42.86875,2,44.0875,3,54.885,1,61.2,6,50.4825,6,55.615
558,NIC,Nicaragua,Latin America,55.04,97,14,58.173,14,66.851,13,52.387,7,48.3335,13,75.553,16,51.082,18,57.3915,13,30.836,15,18.441,6,58.86611111,7,76.5735,4,48.9085,12,36.302,7,48.3335,1,96.1595,1,94.8045,16,45.66,17,51.734,16,50.43,18,57.3915,13,30.836,15,18.441,10,58.61444444,4,59.11777778,7,86.33388889,5,79.4635,5,75.829,1,68.821,4,77.784,18,60.102,3,45.5225,15,62.321,16,58.982,6,40.4455,4,43.75222222,13,40.318,11,32.286
562,NER,Niger,Sub-Saharan Africa,35.74,172,42,44.89,24,41.97956522,43,46.83108696,44,40.61608696,16,54.94152174,42,14.12304348,26,26.31826087,38,25.57934783,20,14.22571429,,57.17633333,15,68.05326087,46,46.66391304,36,43.71978261,44,40.61608696,1,81.83891304,12,83.82652174,40,13.10304348,42,14.19565217,41,14.05108696,26,26.31826087,38,25.57934783,20,14.22571429,,74.763,,39.58733333,,59.89933333,1,69.12478261,1,71.375,30,44.20804348,23,71.46,23,83.6025,46,49.55956522,45,45.17934783,45,39.98804348,40,26.20717391,16,42.03434783,34,47.57826087,38,39.86108696
566,NGA,Nigeria,Sub-Saharan Africa,54.76,100,6,44.89,34,41.97956522,2,46.83108696,2,40.61608696,33,54.94152174,34,14.12304348,20,26.31826087,7,25.57934783,,14.22571429,3,57.17633333,25,68.05326087,2,46.66391304,2,43.71978261,2,40.61608696,33,81.83891304,33,83.82652174,14,13.10304348,31,14.19565217,35,14.05108696,20,26.31826087,7,25.57934783,,14.22571429,7,74.763,9,39.58733333,22,59.89933333,26,69.12478261,28,71.375,18,44.20804348,18,71.46,32,83.6025,2,49.55956522,8,45.17934783,5,39.98804348,6,26.20717391,12,42.03434783,2,47.57826087,3,39.86108696
578,NOR,Norway,Europe & North America,77.49,14,14,77.90318182,4,93.45409091,17,67.53545455,4,80.32090909,6,92.53227273,10,97.64045455,16,96.55818182,20,47.83454545,9,19.8525,2,50.49947368,13,88.71954545,10,62.02590909,22,68.815,4,80.32090909,1,93.07681818,1,92.92909091,10,91.82409091,1,96.49409091,12,98.78454545,16,96.55818182,20,47.83454545,9,19.8525,3,56.48052632,7,44.51842105,17,92.74210526,16,91.41954545,16,92.94363636,8,61.67863636,17,94.60285714,4,83.03761905,20,55.41272727,5,77.68954545,6,53.61818182,20,69.37272727,2,63.16045455,21,72.68045455,22,64.95136364
512,OMN,Oman,Mid East & North Africa,51.32,116,15,58.70941176,7,73.89588235,15,48.58529412,14,39.02058824,8,83.98352941,7,57.85058824,15,80.05,13,24.79529412,,39.15625,10,58.42933333,12,48.41705882,12,42.12235294,17,47.42411765,14,39.02058824,8,86.64823529,7,87.26117647,14,79.52882353,5,60.46058824,8,55.23941176,15,80.05,13,24.79529412,,39.15625,1,68.724,14,48.13066667,11,73.00133333,13,39.08235294,14,38.98294118,14,13.58176471,13,47.435625,1,89.600625,15,29.32352941,4,62.70764706,5,67.99823529,11,64.81764706,5,41.38529412,17,53.13117647,17,41.71823529
586,PAK,Pakistan,Asia,37.5,169,23,50.13346154,23,49.11423077,14,50.81384615,25,48.35153846,22,49.20269231,24,49.05,16,39.01961538,24,32.57423077,3,31.47583333,15,59.96380952,17,62.54269231,11,51.71423077,21,50.56730769,25,48.35153846,22,57.59,22,60.79230769,20,34.22038462,23,50.27923077,25,47.82038462,16,39.01961538,24,32.57423077,3,31.47583333,16,68.94,14,50.98809524,9,75.28095238,17,63.37307692,17,64.49576923,21,28.50192308,18,70.88652174,9,68.23521739,6,47.06961538,24,70.25346154,25,70.295,22,56.62846154,9,38.38,23,50.44846154,18,50.68730769
591,PAN,Panama,Latin America,62.71,56,5,58.173,9,66.851,4,52.387,9,48.3335,6,75.553,14,51.082,6,57.3915,17,30.836,7,18.441,7,58.86611111,6,76.5735,7,48.9085,7,36.302,9,48.3335,1,96.1595,1,94.8045,9,45.66,15,51.734,14,50.43,6,57.3915,17,30.836,7,18.441,15,58.61444444,6,59.11777778,12,86.33388889,7,79.4635,9,75.829,14,68.821,6,77.784,6,60.102,11,45.5225,2,62.321,1,58.982,3,40.4455,16,43.75222222,9,40.318,5,32.286
598,PNG,Papua New Guinea,Asia,39.35,164,21,50.13346154,13,49.11423077,26,50.81384615,10,48.35153846,12,49.20269231,25,49.05,18,39.01961538,18,32.57423077,10,31.47583333,21,59.96380952,22,62.54269231,7,51.71423077,24,50.56730769,10,48.35153846,1,57.59,1,60.79230769,25,34.22038462,25,50.27923077,24,47.82038462,18,39.01961538,18,32.57423077,10,31.47583333,19,68.94,21,50.98809524,14,75.28095238,24,63.37307692,24,64.49576923,18,28.50192308,22,70.88652174,4,68.23521739,10,47.06961538,22,70.25346154,24,70.295,19,56.62846154,,38.38,25,50.44846154,22,50.68730769
